@relation elec

@attribute nsdemand real
@attribute vicprice real
@attribute vicdemand real
@attribute transfer real
@attribute class {0,1}

@data
4649.0,642.0,4121.0,604.0,1
4636.0,584.0,4099.0,611.0,1
4699.0,630.0,4110.0,632.0,1
4779.0,668.0,4193.0,518.0,1
4952.0,867.0,4472.0,277.0,1
5188.0,914.0,4785.0,3.0,0
5268.0,888.0,4909.0,32.0,1
5591.0,927.0,5139.0,4.0,0
5938.0,959.0,5273.0,-82.0,0
6235.0,988.0,5284.0,-21.0,0
6601.0,1203.0,5337.0,-63.0,0
6783.0,1173.0,5292.0,-1.0,0
6792.0,2414.0,5273.0,160.0,0
6718.0,2406.0,5235.0,214.0,0
6605.0,2100.0,5243.0,209.0,0
6598.0,2377.0,5218.0,229.0,0
6510.0,2135.0,5162.0,268.0,0
6425.0,2314.0,5153.0,154.0,0
6313.0,2480.0,5199.0,156.0,0
6259.0,2588.0,5171.0,168.0,0
6187.0,2125.0,5100.0,82.0,0
6178.0,2316.0,5153.0,113.0,0
6187.0,2127.0,5091.0,134.0,0
6305.0,2323.0,5088.0,190.0,0
6402.0,2352.0,5080.0,204.0,0
6620.0,3118.0,5112.0,370.0,0
6888.0,3586.0,5145.0,462.0,0
7362.0,3456.0,5200.0,430.0,0
7643.0,3546.0,5190.0,432.0,0
7642.0,3364.0,5304.0,257.0,0
7504.0,3131.0,5306.0,196.0,0
7276.0,3010.0,5212.0,258.0,0
7074.0,2973.0,5125.0,411.0,0
6920.0,2552.0,5083.0,476.0,0
6695.0,2175.0,4963.0,391.0,0
6456.0,1688.0,4865.0,358.0,1
6611.0,1714.0,4769.0,452.0,1
6667.0,1542.0,4742.0,396.0,1
6722.0,2462.0,5051.0,271.0,0
6625.0,2226.0,5031.0,233.0,0
6585.0,1814.0,4921.0,126.0,1
6435.0,1080.0,4816.0,228.0,1
6237.0,1358.0,5005.0,-4.0,1
5976.0,1800.0,4923.0,-43.0,1
5689.0,1001.0,4707.0,150.0,1
5447.0,920.0,4556.0,343.0,1
5254.0,847.0,4406.0,439.0,1
5105.0,730.0,4302.0,423.0,1
5052.0,666.0,4221.0,564.0,1
5083.0,667.0,4191.0,568.0,1
5275.0,817.0,4245.0,614.0,1
5541.0,825.0,4340.0,441.0,1
6140.0,953.0,4566.0,120.0,1
6700.0,1204.0,4897.0,-75.0,1
6711.0,998.0,5025.0,-120.0,1
7214.0,1829.0,5257.0,-90.0,1
7510.0,3399.0,5398.0,40.0,0
7668.0,3311.0,5396.0,241.0,0
8057.0,4127.0,5383.0,318.0,0
8215.0,4013.0,5332.0,339.0,0
8165.0,4691.0,5293.0,261.0,0
8109.0,4355.0,5267.0,318.0,0
8083.0,3648.0,5264.0,281.0,0
8113.0,3566.0,5268.0,235.0,0
8112.0,3522.0,5220.0,218.0,0
8110.0,3316.0,5198.0,247.0,0
8134.0,3632.0,5256.0,247.0,0
8088.0,3717.0,5246.0,241.0,0
8019.0,3286.0,5238.0,233.0,0
7925.0,3237.0,5214.0,212.0,0
7852.0,3016.0,5194.0,232.0,0
7879.0,2554.0,5169.0,310.0,0
8002.0,3003.0,5169.0,296.0,0
8119.0,3398.0,5201.0,266.0,0
8228.0,3787.0,5259.0,302.0,0
8386.0,3826.0,5303.0,246.0,0
8470.0,3258.0,5296.0,383.0,0
8427.0,4195.0,5368.0,234.0,0
8150.0,3406.0,5325.0,168.0,0
7878.0,3028.0,5232.0,116.0,0
7728.0,2130.0,5118.0,28.0,1
7548.0,1545.0,5000.0,-167.0,1
7284.0,1031.0,4895.0,84.0,1
7011.0,991.0,4795.0,-62.0,1
7343.0,1731.0,4699.0,46.0,1
7421.0,1912.0,4617.0,-157.0,1
7420.0,2641.0,4959.0,-140.0,0
7377.0,2527.0,4918.0,-145.0,0
7301.0,2185.0,4798.0,-77.0,1
7189.0,2510.0,4695.0,57.0,0
6939.0,3069.0,4893.0,-89.0,0
6581.0,2274.0,4806.0,-54.0,1
6166.0,1248.0,4609.0,14.0,1
5897.0,1049.0,4440.0,188.0,1
5606.0,1009.0,4286.0,143.0,1
5407.0,952.0,4160.0,237.0,1
5302.0,876.0,4078.0,296.0,1
5333.0,876.0,4057.0,326.0,1
5520.0,903.0,4103.0,222.0,1
5783.0,925.0,4203.0,81.0,1
6386.0,1232.0,4457.0,-173.0,1
6899.0,1603.0,4729.0,-277.0,1
6759.0,1140.0,4922.0,-342.0,1
7142.0,1917.0,5153.0,-356.0,1
7343.0,1860.0,5280.0,-347.0,1
7458.0,2288.0,5289.0,-304.0,1
7750.0,3300.0,5286.0,-28.0,0
7861.0,3116.0,5249.0,16.0,0
7777.0,2957.0,5264.0,46.0,0
7650.0,2721.0,5245.0,-53.0,0
7585.0,2270.0,5247.0,-174.0,1
7526.0,2288.0,5246.0,-182.0,1
7496.0,2864.0,5214.0,-169.0,0
7422.0,2281.0,5119.0,-244.0,1
7415.0,2319.0,5239.0,-334.0,1
7352.0,2707.0,5251.0,-252.0,0
7286.0,2252.0,5219.0,-342.0,1
7252.0,2247.0,5195.0,-396.0,1
7206.0,2072.0,5163.0,-399.0,1
7195.0,2148.0,5157.0,-419.0,1
7171.0,2234.0,5172.0,-338.0,0
7230.0,2255.0,5226.0,-265.0,0
7272.0,2261.0,5316.0,-428.0,0
7432.0,1995.0,5348.0,-485.0,1
7712.0,2299.0,5343.0,-353.0,0
7871.0,2309.0,5366.0,-380.0,0
7661.0,2017.0,5321.0,-488.0,1
7461.0,1584.0,5231.0,-591.0,1
7322.0,1412.0,5135.0,-529.0,1
7075.0,1332.0,5018.0,-428.0,1
6872.0,1375.0,4905.0,-437.0,1
6648.0,975.0,4771.0,-225.0,1
7025.0,1182.0,4704.0,-143.0,1
7226.0,1404.0,4668.0,-181.0,1
7331.0,2160.0,4996.0,-236.0,0
7301.0,2191.0,4986.0,-232.0,0
7235.0,2179.0,4863.0,-115.0,0
7118.0,2082.0,4742.0,-37.0,0
6918.0,2548.0,4949.0,-194.0,0
6571.0,1723.0,4838.0,-141.0,1
6154.0,1242.0,4647.0,-85.0,1
5841.0,990.0,4436.0,66.0,1
5552.0,932.0,4284.0,123.0,1
5349.0,901.0,4181.0,189.0,1
5239.0,855.0,4137.0,344.0,1
5245.0,863.0,4104.0,371.0,1
5415.0,875.0,4160.0,251.0,1
5636.0,892.0,4233.0,168.0,1
6269.0,1092.0,4486.0,-117.0,1
6763.0,1377.0,4787.0,-273.0,1
6681.0,1000.0,4912.0,-255.0,1
7080.0,1134.0,5135.0,-491.0,1
7306.0,2062.0,5237.0,-397.0,0
7418.0,2319.0,5208.0,-286.0,0
7683.0,3173.0,5217.0,-191.0,0
7750.0,2884.0,5181.0,-252.0,0
7658.0,4888.0,5169.0,-376.0,0
7562.0,2523.0,5141.0,-219.0,0
7504.0,2373.0,5175.0,-168.0,0
7447.0,2444.0,5196.0,-263.0,0
7397.0,2620.0,5156.0,-286.0,0
7345.0,2577.0,5178.0,-315.0,0
7252.0,2016.0,5242.0,-490.0,0
7272.0,2630.0,5288.0,-452.0,0
7251.0,2418.0,5284.0,-428.0,0
7202.0,2397.0,5273.0,-364.0,0
7156.0,3051.0,5232.0,-395.0,0
7112.0,2373.0,5199.0,-436.0,0
7106.0,2106.0,5206.0,-503.0,0
7120.0,2507.0,5244.0,-547.0,0
7138.0,1929.0,5189.0,-504.0,1
7306.0,1614.0,5167.0,-551.0,1
7571.0,1423.0,5081.0,-354.0,1
7804.0,1967.0,5176.0,-428.0,0
7616.0,1937.0,5201.0,-482.0,0
7400.0,1134.0,5111.0,-434.0,1
7276.0,1355.0,5023.0,-352.0,1
7105.0,1095.0,4925.0,-258.0,1
6847.0,1170.0,4798.0,-288.0,1
6616.0,1055.0,4697.0,-172.0,1
7013.0,1362.0,4645.0,-32.0,1
7186.0,1526.0,4608.0,-75.0,1
7307.0,1770.0,4946.0,-221.0,0
7317.0,2074.0,4936.0,-148.0,0
7248.0,1313.0,4787.0,-106.0,1
7086.0,1002.0,4683.0,40.0,1
6854.0,1277.0,4862.0,-185.0,1
6490.0,1065.0,4767.0,-94.0,1
6076.0,930.0,4586.0,139.0,1
5742.0,890.0,4401.0,282.0,1
5491.0,860.0,4245.0,398.0,1
5289.0,847.0,4150.0,596.0,1
5192.0,819.0,4085.0,680.0,1
5187.0,762.0,4047.0,670.0,1
5368.0,831.0,4105.0,645.0,1
5592.0,814.0,4172.0,541.0,1
6200.0,909.0,4406.0,256.0,1
6629.0,933.0,4669.0,76.0,1
6550.0,928.0,4816.0,-144.0,1
6893.0,956.0,5001.0,3.0,1
7156.0,1016.0,5162.0,-117.0,1
7287.0,1112.0,5201.0,-173.0,1
7622.0,1868.0,5276.0,-92.0,0
7694.0,2190.0,5303.0,-148.0,0
7638.0,2031.0,5322.0,-204.0,0
7558.0,1776.0,5317.0,-230.0,0
7505.0,1848.0,5331.0,-262.0,0
7455.0,1707.0,5324.0,-263.0,0
7469.0,1713.0,5276.0,-220.0,0
7389.0,1373.0,5257.0,-257.0,1
7350.0,1109.0,5275.0,-272.0,1
7327.0,1610.0,5277.0,-354.0,0
7299.0,1334.0,5218.0,-401.0,1
7245.0,1394.0,5216.0,-371.0,1
7214.0,1177.0,5175.0,-340.0,1
7193.0,1013.0,5126.0,-325.0,1
7179.0,1012.0,5147.0,-306.0,1
7166.0,989.0,5188.0,-246.0,1
7119.0,1011.0,5184.0,-289.0,1
7160.0,1011.0,5178.0,-246.0,1
7288.0,979.0,5063.0,-52.0,1
7447.0,1009.0,5121.0,-150.0,1
7223.0,996.0,5128.0,-83.0,1
7006.0,962.0,5025.0,-75.0,1
6855.0,940.0,4908.0,-32.0,1
6715.0,926.0,4809.0,71.0,1
6464.0,878.0,4658.0,233.0,1
6283.0,866.0,4557.0,328.0,1
6735.0,940.0,4552.0,313.0,1
6992.0,944.0,4568.0,274.0,1
7134.0,982.0,4957.0,-63.0,1
7166.0,1043.0,4926.0,87.0,1
7007.0,959.0,4769.0,218.0,1
6930.0,932.0,4634.0,317.0,1
6708.0,952.0,4796.0,106.0,1
6308.0,913.0,4664.0,229.0,1
5926.0,902.0,4491.0,320.0,1
5581.0,872.0,4331.0,455.0,1
5291.0,842.0,4165.0,582.0,1
5100.0,772.0,4045.0,632.0,1
4947.0,656.0,3966.0,757.0,1
4918.0,640.0,3906.0,811.0,1
4955.0,657.0,3900.0,784.0,1
4987.0,650.0,3909.0,792.0,1
5272.0,801.0,3963.0,779.0,1
5551.0,858.0,4056.0,653.0,1
5816.0,875.0,4086.0,613.0,1
6214.0,878.0,4195.0,561.0,1
6547.0,908.0,4368.0,412.0,1
6763.0,909.0,4449.0,354.0,1
7088.0,943.0,4508.0,282.0,1
7164.0,954.0,4536.0,242.0,1
7080.0,946.0,4529.0,244.0,1
7009.0,954.0,4533.0,245.0,1
6934.0,928.0,4513.0,313.0,1
6892.0,948.0,4533.0,246.0,1
6818.0,950.0,4480.0,299.0,1
6763.0,941.0,4440.0,326.0,1
6656.0,924.0,4425.0,368.0,1
6592.0,904.0,4375.0,412.0,1
6543.0,924.0,4349.0,428.0,0
6520.0,908.0,4283.0,470.0,1
6494.0,889.0,4248.0,510.0,1
6563.0,909.0,4250.0,541.0,0
6517.0,881.0,4257.0,503.0,1
6620.0,914.0,4311.0,373.0,0
6515.0,857.0,4341.0,305.0,1
6658.0,883.0,4382.0,239.0,1
6980.0,900.0,4428.0,340.0,0
7268.0,942.0,4591.0,107.0,0
7111.0,927.0,4615.0,167.0,0
6884.0,870.0,4539.0,253.0,1
6699.0,894.0,4459.0,382.0,0
6536.0,868.0,4392.0,470.0,1
6403.0,863.0,4321.0,381.0,1
6205.0,839.0,4264.0,453.0,1
6352.0,869.0,4265.0,576.0,1
6432.0,851.0,4304.0,577.0,1
6485.0,1003.0,4613.0,121.0,0
6285.0,891.0,4628.0,190.0,0
6130.0,882.0,4502.0,264.0,0
5871.0,885.0,4380.0,254.0,0
5702.0,906.0,4549.0,94.0,0
5436.0,899.0,4458.0,223.0,0
5158.0,868.0,4281.0,333.0,1
4986.0,862.0,4093.0,404.0,1
4824.0,778.0,3968.0,463.0,1
4752.0,687.0,3849.0,552.0,1
4685.0,663.0,3777.0,652.0,1
4654.0,638.0,3678.0,687.0,1
4649.0,637.0,3665.0,666.0,1
4659.0,629.0,3607.0,703.0,1
4794.0,637.0,3599.0,767.0,1
5028.0,681.0,3636.0,788.0,1
5185.0,674.0,3638.0,807.0,1
5517.0,786.0,3696.0,750.0,1
5810.0,869.0,3829.0,635.0,0
6089.0,881.0,3896.0,525.0,0
6406.0,906.0,3998.0,464.0,0
6555.0,916.0,4039.0,438.0,0
6549.0,921.0,4075.0,419.0,0
6485.0,907.0,4092.0,398.0,0
6436.0,916.0,4099.0,373.0,0
6422.0,923.0,4114.0,400.0,0
6363.0,916.0,4122.0,392.0,0
6332.0,896.0,4078.0,432.0,0
6245.0,906.0,4086.0,461.0,0
6173.0,892.0,4030.0,506.0,0
6159.0,900.0,4019.0,468.0,0
6096.0,848.0,4007.0,475.0,1
6110.0,881.0,4020.0,486.0,0
6103.0,891.0,4023.0,451.0,0
6079.0,891.0,4058.0,483.0,0
6134.0,897.0,4103.0,388.0,0
6091.0,887.0,4173.0,302.0,0
6307.0,936.0,4268.0,229.0,0
6664.0,950.0,4425.0,150.0,0
7055.0,1320.0,4610.0,-27.0,0
6993.0,1337.0,4686.0,-69.0,0
6781.0,1139.0,4636.0,17.0,0
6652.0,1047.0,4589.0,93.0,0
6489.0,1024.0,4497.0,196.0,0
6290.0,930.0,4416.0,230.0,0
6023.0,881.0,4331.0,279.0,1
6232.0,944.0,4304.0,48.0,0
6252.0,955.0,4320.0,84.0,0
6329.0,1169.0,4626.0,-106.0,0
6195.0,958.0,4623.0,-24.0,0
6066.0,946.0,4531.0,61.0,0
5856.0,895.0,4411.0,163.0,1
5671.0,916.0,4636.0,-90.0,0
5484.0,907.0,4531.0,80.0,0
5295.0,905.0,4405.0,172.0,0
5137.0,871.0,4244.0,220.0,1
4982.0,856.0,4101.0,372.0,1
4925.0,791.0,3996.0,433.0,1
4943.0,851.0,3920.0,439.0,1
4968.0,891.0,3901.0,346.0,1
5177.0,882.0,3936.0,235.0,1
5478.0,894.0,4028.0,149.0,1
6134.0,1057.0,4283.0,-22.0,0
6737.0,1459.0,4586.0,-245.0,0
6702.0,979.0,4720.0,-378.0,0
7093.0,1318.0,4971.0,-479.0,0
7308.0,1806.0,5091.0,-396.0,0
7323.0,1466.0,5125.0,-481.0,0
7615.0,2593.0,5160.0,-295.0,0
7692.0,2517.0,5127.0,-229.0,0
7580.0,1978.0,5124.0,-374.0,0
7572.0,1913.0,5104.0,-363.0,0
7542.0,1972.0,5103.0,-317.0,0
7488.0,1783.0,5074.0,-320.0,0
7449.0,1636.0,5023.0,-330.0,0
7424.0,1446.0,5025.0,-356.0,0
7441.0,1562.0,5044.0,-331.0,0
7413.0,1522.0,5059.0,-400.0,0
7357.0,1197.0,5054.0,-519.0,1
7284.0,1195.0,5041.0,-504.0,1
7265.0,1175.0,4995.0,-454.0,1
7281.0,1235.0,4992.0,-477.0,0
7267.0,1243.0,4997.0,-471.0,0
7296.0,1255.0,5013.0,-493.0,0
7348.0,1277.0,5062.0,-545.0,0
7470.0,1134.0,5060.0,-484.0,1
7711.0,1136.0,4998.0,-264.0,1
7886.0,1442.0,5068.0,-329.0,0
7696.0,1305.0,5123.0,-352.0,0
7477.0,1227.0,5058.0,-507.0,1
7344.0,1274.0,4945.0,-361.0,0
7144.0,1182.0,4842.0,-304.0,1
6887.0,1033.0,4742.0,-240.0,1
6604.0,954.0,4636.0,-178.0,1
7006.0,979.0,4579.0,-124.0,1
7236.0,1011.0,4544.0,-136.0,1
7361.0,1318.0,4877.0,-303.0,0
7304.0,1265.0,4864.0,-278.0,1
7213.0,1466.0,4749.0,-115.0,0
7081.0,1323.0,4639.0,-55.0,0
6885.0,1564.0,4847.0,-245.0,0
6549.0,1446.0,4753.0,-226.0,0
6099.0,1077.0,4579.0,-55.0,1
5787.0,968.0,4409.0,84.0,1
5503.0,900.0,4264.0,238.0,1
5333.0,876.0,4139.0,326.0,1
5281.0,863.0,4090.0,295.0,1
5284.0,871.0,4044.0,273.0,1
5441.0,887.0,4068.0,216.0,1
5740.0,887.0,4126.0,370.0,1
6394.0,907.0,4361.0,278.0,1
7023.0,1629.0,4668.0,-67.0,0
6903.0,1070.0,4821.0,-253.0,1
7288.0,1671.0,5038.0,-351.0,0
7416.0,1382.0,5181.0,-325.0,0
7392.0,1349.0,5208.0,-358.0,0
7684.0,1608.0,5259.0,-304.0,0
7750.0,1718.0,5243.0,-319.0,0
7685.0,1590.0,5285.0,-334.0,0
7545.0,1462.0,5313.0,-407.0,0
7529.0,1489.0,5288.0,-336.0,0
7500.0,2588.0,5332.0,-325.0,0
7470.0,2609.0,5268.0,-295.0,0
7433.0,2680.0,5263.0,-354.0,0
7426.0,2831.0,5306.0,-358.0,0
7396.0,2107.0,5291.0,-389.0,0
7395.0,1354.0,5290.0,-496.0,1
7331.0,1270.0,5285.0,-482.0,1
7294.0,1143.0,5243.0,-436.0,1
7345.0,1136.0,5230.0,-451.0,1
7374.0,1351.0,5236.0,-503.0,1
7429.0,1287.0,5289.0,-359.0,1
7393.0,1824.0,5299.0,-306.0,0
7462.0,2813.0,5362.0,-405.0,0
7614.0,3121.0,5344.0,-243.0,0
7813.0,3740.0,5354.0,-284.0,0
7671.0,3423.0,5360.0,-399.0,0
7417.0,2847.0,5294.0,-589.0,0
7276.0,2629.0,5195.0,-454.0,0
7106.0,2285.0,5074.0,-409.0,0
6812.0,1775.0,4967.0,-506.0,0
6643.0,1082.0,4860.0,-450.0,1
7013.0,1586.0,4787.0,-265.0,1
7189.0,1793.0,4741.0,-363.0,0
7287.0,3102.0,5094.0,-333.0,0
7275.0,2700.0,5027.0,-330.0,0
7197.0,1973.0,4910.0,-327.0,0
7026.0,1853.0,4799.0,-305.0,0
6798.0,2862.0,5013.0,-498.0,0
6453.0,2080.0,4914.0,-388.0,0
6041.0,1573.0,4747.0,-306.0,1
5783.0,1168.0,4559.0,-129.0,1
5480.0,872.0,4399.0,14.0,1
5324.0,870.0,4297.0,149.0,1
5271.0,923.0,4220.0,63.0,1
5277.0,891.0,4189.0,90.0,1
5446.0,908.0,4225.0,47.0,1
5719.0,949.0,4306.0,-75.0,1
6381.0,992.0,4566.0,41.0,1
6977.0,1537.0,4858.0,-132.0,1
6916.0,1195.0,5003.0,-284.0,1
7259.0,1584.0,5213.0,-485.0,1
7386.0,2645.0,5331.0,-394.0,0
7433.0,1852.0,5319.0,-373.0,1
7721.0,3295.0,5342.0,-224.0,0
7800.0,3830.0,5297.0,-188.0,0
7712.0,3325.0,5282.0,-267.0,0
7634.0,2648.0,5279.0,-270.0,0
7583.0,2764.0,5291.0,-273.0,0
7549.0,2679.0,5270.0,-313.0,0
7504.0,2198.0,5245.0,-324.0,0
7474.0,2080.0,5238.0,-335.0,0
7496.0,2539.0,5271.0,-334.0,0
7467.0,2697.0,5309.0,-342.0,0
7440.0,2699.0,5291.0,-408.0,0
7388.0,1786.0,5255.0,-411.0,1
7341.0,1707.0,5204.0,-362.0,1
7345.0,1706.0,5187.0,-361.0,1
7363.0,2394.0,5213.0,-283.0,0
7401.0,1736.0,5214.0,-269.0,1
7369.0,1601.0,5300.0,-319.0,1
7465.0,1699.0,5347.0,-549.0,1
7650.0,2216.0,5354.0,-447.0,0
7820.0,2594.0,5384.0,-387.0,0
7617.0,2078.0,5343.0,-461.0,0
7453.0,2262.0,5284.0,-505.0,0
7305.0,2204.0,5168.0,-428.0,0
7118.0,1955.0,5067.0,-421.0,1
6889.0,1693.0,4931.0,-450.0,1
6602.0,988.0,4806.0,-345.0,1
7013.0,1473.0,4745.0,-202.0,1
7173.0,1510.0,4690.0,-234.0,1
7256.0,1732.0,5015.0,-385.0,1
7262.0,2045.0,4982.0,-295.0,0
7217.0,2572.0,4879.0,-291.0,0
7083.0,1869.0,4744.0,-105.0,1
6880.0,3193.0,4967.0,-353.0,0
6466.0,2063.0,4846.0,-328.0,0
6056.0,1553.0,4676.0,-346.0,1
5767.0,1208.0,4479.0,-183.0,1
5513.0,958.0,4324.0,-38.0,1
5317.0,889.0,4223.0,37.0,1
5280.0,884.0,4156.0,50.0,1
5282.0,878.0,4099.0,123.0,1
5440.0,876.0,4142.0,418.0,1
5742.0,924.0,4205.0,187.0,1
6385.0,955.0,4393.0,223.0,1
6931.0,1122.0,4668.0,-82.0,1
6861.0,1014.0,4906.0,-236.0,1
7208.0,1247.0,5114.0,-300.0,1
7380.0,1326.0,5239.0,-441.0,1
7387.0,1494.0,5249.0,-398.0,1
7628.0,1688.0,5288.0,-285.0,1
7741.0,1861.0,5274.0,-276.0,0
7691.0,1873.0,5255.0,-302.0,0
7586.0,1789.0,5270.0,-327.0,1
7528.0,1626.0,5242.0,-298.0,1
7529.0,1565.0,5231.0,-323.0,1
7473.0,1266.0,5184.0,-263.0,1
7456.0,1384.0,5156.0,-320.0,1
7477.0,1476.0,5207.0,-367.0,1
7485.0,1539.0,5205.0,-373.0,1
7449.0,1874.0,5204.0,-441.0,0
7435.0,2284.0,5196.0,-359.0,0
7403.0,2021.0,5151.0,-358.0,0
7425.0,2161.0,5224.0,-424.0,0
7413.0,2394.0,5263.0,-462.0,0
7405.0,2038.0,5292.0,-485.0,0
7368.0,1830.0,5317.0,-550.0,0
7465.0,1765.0,5344.0,-584.0,0
7586.0,2157.0,5353.0,-509.0,0
7780.0,2538.0,5383.0,-428.0,0
7649.0,2179.0,5363.0,-533.0,0
7461.0,2023.0,5310.0,-659.0,0
7309.0,1713.0,5208.0,-523.0,0
7139.0,1334.0,5098.0,-528.0,1
6887.0,1275.0,4977.0,-477.0,1
6630.0,989.0,4860.0,-343.0,1
6977.0,1081.0,4749.0,-247.0,1
7124.0,1050.0,4691.0,-219.0,1
7231.0,1602.0,5036.0,-439.0,1
7199.0,1572.0,5022.0,-364.0,1
7148.0,1587.0,4890.0,-247.0,1
6979.0,1376.0,4769.0,-225.0,1
6754.0,1535.0,4978.0,-478.0,1
6388.0,1268.0,4877.0,-387.0,1
5993.0,1321.0,4691.0,-410.0,1
5702.0,1133.0,4517.0,-249.0,1
5412.0,982.0,4347.0,-93.0,1
5253.0,912.0,4251.0,-20.0,1
5185.0,907.0,4177.0,-18.0,1
5194.0,915.0,4149.0,-3.0,1
5391.0,915.0,4170.0,-22.0,1
5679.0,945.0,4240.0,-110.0,1
6346.0,1168.0,4539.0,-111.0,1
6831.0,1259.0,4832.0,-169.0,1
6769.0,957.0,4967.0,-282.0,1
7116.0,1304.0,5190.0,-427.0,1
7287.0,1757.0,5295.0,-438.0,0
7344.0,1709.0,5333.0,-384.0,0
7683.0,2151.0,5345.0,-185.0,0
7793.0,2369.0,5328.0,-155.0,0
7740.0,2286.0,5274.0,-214.0,0
7677.0,2227.0,5252.0,-265.0,0
7610.0,2083.0,5220.0,-260.0,0
7568.0,1857.0,5176.0,-301.0,0
7533.0,1496.0,5094.0,-323.0,1
7499.0,1422.0,5053.0,-290.0,1
7484.0,1564.0,5149.0,-316.0,1
7435.0,1509.0,5145.0,-341.0,1
7405.0,1501.0,5117.0,-363.0,1
7317.0,1430.0,5048.0,-354.0,1
7193.0,1302.0,4988.0,-311.0,1
7187.0,1019.0,4900.0,-206.0,1
7192.0,1029.0,5025.0,-376.0,1
7234.0,1359.0,5052.0,-422.0,1
7197.0,1543.0,5093.0,-516.0,0
7217.0,1777.0,5184.0,-600.0,0
7333.0,1674.0,5177.0,-488.0,0
7474.0,1714.0,5244.0,-587.0,0
7301.0,1642.0,5285.0,-689.0,0
7078.0,1119.0,5227.0,-614.0,1
6992.0,1120.0,5132.0,-542.0,1
6835.0,1109.0,5039.0,-500.0,1
6647.0,1014.0,4904.0,-438.0,1
6387.0,968.0,4808.0,-372.0,1
6844.0,1062.0,4727.0,-259.0,1
7077.0,1220.0,4712.0,-301.0,1
7199.0,1747.0,5066.0,-588.0,0
7202.0,2323.0,5047.0,-643.0,0
7050.0,2093.0,4919.0,-562.0,0
6920.0,1900.0,4794.0,-446.0,0
6706.0,2115.0,4963.0,-652.0,0
6332.0,2005.0,4854.0,-616.0,0
5919.0,1528.0,4669.0,-503.0,0
5634.0,1222.0,4500.0,-360.0,1
5324.0,978.0,4323.0,-308.0,1
5126.0,931.0,4199.0,-234.0,1
5019.0,879.0,4111.0,12.0,1
4962.0,880.0,4069.0,149.0,1
4948.0,884.0,4029.0,80.0,1
5032.0,896.0,4036.0,37.0,1
5364.0,1033.0,4104.0,-27.0,1
5670.0,1357.0,4176.0,-124.0,1
5914.0,1429.0,4225.0,62.0,1
6319.0,1957.0,4374.0,-9.0,0
6677.0,2412.0,4506.0,-74.0,0
6883.0,2249.0,4585.0,-146.0,0
7114.0,2192.0,4636.0,-78.0,0
7151.0,2144.0,4647.0,-139.0,0
7086.0,2061.0,4632.0,-168.0,0
6964.0,1968.0,4590.0,-106.0,0
6855.0,1951.0,4566.0,-69.0,0
6737.0,1974.0,4518.0,-43.0,0
6650.0,2052.0,4450.0,10.0,0
6544.0,1979.0,4396.0,65.0,0
6443.0,1884.0,4390.0,44.0,0
6342.0,1759.0,4326.0,84.0,0
6218.0,1795.0,4309.0,40.0,0
6156.0,1276.0,4254.0,110.0,0
6105.0,1424.0,4204.0,105.0,1
6125.0,1323.0,4156.0,86.0,1
6136.0,1130.0,4137.0,108.0,1
6235.0,1454.0,4236.0,59.0,1
6218.0,1046.0,4308.0,-103.0,1
6484.0,1015.0,4413.0,-173.0,1
6858.0,1117.0,4510.0,-207.0,1
7233.0,1587.0,4669.0,-292.0,0
7126.0,1781.0,4837.0,-395.0,0
6969.0,1755.0,4781.0,-359.0,0
6742.0,1928.0,4721.0,-236.0,0
6607.0,2021.0,4649.0,-77.0,0
6431.0,1868.0,4535.0,-47.0,0
6297.0,2147.0,4485.0,12.0,0
6466.0,2021.0,4465.0,67.0,0
6541.0,1890.0,4488.0,-107.0,0
6591.0,1773.0,4786.0,-354.0,0
6442.0,1892.0,4778.0,-416.0,0
6324.0,2018.0,4671.0,-320.0,0
6045.0,1444.0,4561.0,-306.0,1
5854.0,1690.0,4760.0,-440.0,0
5616.0,1223.0,4614.0,-116.0,1
5328.0,995.0,4471.0,-86.0,1
5108.0,937.0,4289.0,-86.0,1
4936.0,892.0,4172.0,111.0,1
4785.0,857.0,4054.0,304.0,1
4676.0,717.0,3961.0,405.0,1
4662.0,723.0,3870.0,476.0,1
4637.0,660.0,3841.0,543.0,1
4675.0,633.0,3754.0,661.0,1
4863.0,740.0,3763.0,626.0,1
5072.0,847.0,3813.0,651.0,1
5271.0,780.0,3756.0,664.0,1
5622.0,876.0,3858.0,528.0,1
5971.0,888.0,3973.0,547.0,1
6249.0,895.0,4031.0,489.0,1
6518.0,904.0,4101.0,425.0,1
6611.0,906.0,4137.0,405.0,1
6548.0,891.0,4198.0,447.0,1
6480.0,918.0,4197.0,447.0,1
6415.0,918.0,4203.0,467.0,1
6356.0,915.0,4220.0,446.0,1
6372.0,896.0,4226.0,458.0,1
6275.0,902.0,4185.0,441.0,1
6173.0,894.0,4194.0,420.0,1
6004.0,868.0,4129.0,500.0,1
5933.0,873.0,4108.0,506.0,1
5873.0,872.0,4097.0,464.0,1
5853.0,873.0,4135.0,427.0,1
5849.0,866.0,4150.0,469.0,1
5916.0,884.0,4207.0,365.0,1
6020.0,914.0,4309.0,252.0,1
6098.0,901.0,4416.0,157.0,1
6427.0,932.0,4587.0,-6.0,1
6805.0,961.0,4672.0,-3.0,1
7219.0,1375.0,4757.0,-51.0,0
7195.0,1540.0,4864.0,-98.0,0
7057.0,1213.0,4839.0,-80.0,0
