@relation PAKDD

@attribute id_shop numeric
@attribute sex numeric
@attribute marital numeric
@attribute age numeric
@attribute dependants numeric
@attribute education numeric
@attribute ignorephone numeric
@attribute area numeric
@attribute payday numeric
@attribute shoprank numeric
@attribute residence numeric
@attribute time numeric
@attribute mother numeric
@attribute father numeric
@attribute town numeric
@attribute state numeric
@attribute months numeric
@attribute prof numeric
@attribute sincome numeric
@attribute add numeric
@attribute card numeric
@attribute accounts numeric
@attribute mobile numeric
@attribute contact numeric

@attribute netincome numeric
@attribute booth numeric
@attribute add numeric
@attribute insurance numeric
@attribute class {0,1}


@data
22,1,2,39,0,0,1,50,3,0,0,180,0,0,1,0,72,704,0,0,1,0,1,1,803,0,0,1,0
8,0,0,21,0,0,0,31,20,0,0,240,0,0,1,0,24,40,0,0,1,0,1,1,282,0,0,1,0
3,1,1,40,0,0,0,31,1,0,0,60,0,0,0,0,12,801,1500,0,1,0,1,1,400,0,0,1,0
19,1,0,51,0,0,0,31,12,0,0,120,0,0,1,0,0,703,0,0,1,0,1,1,370,0,0,1,0
55,1,1,33,0,0,1,31,12,0,0,48,0,0,0,0,108,999,0,0,1,0,1,1,910,0,0,1,1
9,1,1,31,0,0,1,5,12,0,0,72,0,0,1,0,0,26,465,0,1,0,1,1,212,0,0,1,0
18,1,0,27,0,0,1,5,8,3,2,12,0,1,0,0,12,26,0,0,1,0,1,1,230,0,0,1,0
15,1,0,26,0,0,0,31,18,0,0,120,0,0,0,0,48,999,0,0,1,0,1,1,401,0,0,1,0
66,0,1,38,0,0,1,31,28,0,0,24,0,0,1,0,48,305,0,0,1,0,1,1,2820,0,0,1,0
22,1,1,42,0,0,0,31,23,0,0,228,0,0,1,0,0,720,237,0,1,0,1,1,0,0,0,1,0
22,1,0,20,0,0,1,50,12,0,0,240,0,0,0,0,24,131,0,0,1,0,1,1,286,0,0,1,0
24,1,1,35,0,0,0,50,8,0,0,24,0,0,1,0,192,905,0,0,1,0,1,1,594,0,0,1,0
25,0,0,20,0,0,0,31,18,0,0,240,0,1,0,0,12,999,0,0,1,0,1,1,360,0,0,1,1
23,0,0,26,0,0,0,31,8,0,0,60,0,0,1,0,12,921,0,0,1,0,1,1,1200,0,0,1,0
22,1,0,34,0,0,0,31,20,0,0,408,0,0,1,0,0,999,0,0,1,0,1,1,197,0,0,1,0
15,1,0,47,0,0,1,31,18,0,2,216,0,0,1,0,12,999,0,0,1,0,1,1,200,0,0,1,1
9,1,0,28,0,0,0,5,25,0,2,24,0,0,0,0,24,69,0,0,1,0,1,1,245,0,0,1,0
25,1,2,41,0,0,0,50,25,0,4,360,0,0,1,0,48,43,0,0,1,0,1,1,600,0,0,1,0
25,0,0,28,0,0,0,31,12,0,0,240,0,0,0,0,48,999,0,0,1,0,1,1,770,0,0,1,0
4,1,0,48,0,0,0,31,28,0,0,348,0,0,1,0,0,100,0,0,1,0,1,1,500,0,0,1,0
55,1,1,38,0,0,0,31,18,0,0,96,0,0,1,1,48,151,0,0,1,0,1,1,800,0,0,1,0
25,0,1,19,0,0,1,50,23,0,0,180,0,0,0,0,0,999,0,0,1,0,1,1,300,0,0,1,0
15,1,0,44,0,0,0,31,8,0,0,480,0,0,0,0,96,508,0,0,1,0,1,1,573,0,1,1,0
1,1,0,23,0,0,0,31,20,0,0,60,0,0,1,0,24,999,0,0,1,0,1,1,480,0,0,1,1
2,0,1,47,0,0,0,31,12,0,0,240,0,0,1,0,120,703,0,0,1,0,1,1,180,0,0,1,1
11,1,0,39,0,0,1,50,20,0,0,132,0,0,0,0,24,26,0,0,1,0,1,1,350,0,0,1,0
11,0,0,21,0,0,0,31,8,0,2,84,0,0,0,0,0,110,0,0,1,0,1,1,0,0,0,1,0
22,1,0,24,0,0,0,50,9,0,1,12,0,0,1,0,12,210,0,0,1,0,1,1,1200,0,2,1,0
55,1,1,52,0,0,0,31,11,0,0,60,0,0,1,0,0,999,4500,0,1,0,1,1,6500,0,1,1,0
10,1,0,18,0,0,0,31,20,0,0,216,0,0,1,0,12,38,0,0,1,0,1,1,220,0,0,1,0
25,1,0,26,0,0,0,50,18,0,0,276,0,0,0,0,48,801,0,0,1,0,1,1,360,0,0,1,0
21,0,1,51,0,0,0,31,3,0,0,84,0,0,0,0,156,117,0,0,1,0,1,1,6423,0,2,1,0
1,1,0,21,0,0,0,31,18,0,0,12,0,0,0,0,36,40,0,0,1,0,1,1,252,0,0,1,0
8,1,1,51,0,0,0,31,8,0,4,36,0,0,0,0,12,205,0,0,1,0,1,1,200,0,0,1,0
10,0,4,28,0,0,1,50,12,0,0,336,0,0,0,0,12,952,0,0,1,0,1,1,601,0,0,1,1
14,1,1,23,0,0,1,31,8,0,0,12,0,0,1,0,60,950,0,0,1,0,1,1,300,0,0,1,0
20,0,1,36,0,0,0,31,3,0,1,120,0,0,1,0,36,952,0,1,1,0,1,1,314,0,0,1,1
19,0,0,18,0,0,0,31,18,0,1,216,0,0,1,0,0,999,0,0,1,0,1,1,0,0,0,1,0
3,1,0,29,0,0,0,31,18,0,0,348,0,0,1,0,12,205,0,0,1,0,1,1,180,0,0,1,0
15,1,0,50,0,0,0,31,8,0,0,600,0,0,1,0,0,999,0,0,1,0,1,1,0,0,0,1,0
25,1,1,41,0,0,1,50,23,0,0,204,0,0,0,0,192,35,0,0,1,0,1,1,217,0,0,1,0
24,0,0,25,0,0,1,50,20,0,0,12,0,1,0,0,12,999,0,0,1,0,1,1,1080,0,0,1,1
9,0,0,19,0,0,0,5,8,0,1,240,0,0,0,0,0,38,0,0,1,0,1,1,243,0,0,1,0
24,0,1,64,0,0,0,31,12,0,0,96,0,0,1,0,360,515,0,0,1,0,1,1,12841,0,1,1,0
18,0,0,48,0,0,0,23,8,0,0,60,0,0,1,0,0,13,0,0,1,0,1,1,1370,0,0,1,0
25,1,2,32,0,0,0,31,3,0,0,240,0,0,1,0,264,950,0,0,1,0,1,1,650,0,0,1,1
19,1,0,39,0,0,1,50,12,0,0,120,0,0,1,0,0,999,0,0,1,0,1,1,500,0,0,1,0
96,1,3,74,0,0,0,31,18,0,0,624,0,0,1,0,0,703,0,0,1,0,1,1,600,0,0,1,0
6,0,0,24,0,0,1,50,12,0,0,240,0,0,0,0,12,262,0,0,1,0,1,1,370,0,0,1,0
22,1,0,28,0,0,1,50,25,0,1,24,0,0,1,0,36,165,0,0,1,0,1,1,300,0,0,1,1
25,1,0,36,0,0,1,50,3,0,2,12,0,0,0,0,0,38,0,0,1,0,1,1,96,0,0,1,0
25,0,0,42,0,0,1,50,8,0,0,60,0,0,0,0,24,999,0,0,1,0,1,1,499,0,0,1,0
15,1,0,24,0,0,0,31,28,0,0,360,0,0,1,0,0,999,0,0,1,0,1,1,0,0,0,1,1
25,1,0,19,0,0,0,31,28,0,1,240,0,0,1,0,24,950,0,0,1,0,1,1,600,0,0,1,1
55,1,0,26,0,0,0,50,18,0,4,312,0,0,0,0,0,801,0,0,1,0,1,1,416,0,0,1,0
11,0,1,65,0,0,0,31,3,0,0,120,0,0,1,0,0,13,0,0,1,0,1,1,980,0,1,1,0
66,1,1,40,0,0,0,31,12,0,0,264,0,0,0,0,276,38,2300,0,1,0,1,1,650,0,0,1,0
25,1,0,38,0,0,1,50,20,0,0,360,0,0,0,0,0,60,0,0,1,0,1,1,206,0,0,1,0
25,1,1,49,0,0,0,31,20,0,0,360,0,0,1,0,240,131,0,0,1,0,1,1,500,0,0,1,0
19,1,2,34,0,0,1,31,25,0,0,12,0,0,1,0,12,999,0,0,1,0,1,1,800,0,0,1,0
22,0,0,18,0,0,0,31,20,0,1,132,0,0,1,0,12,26,0,0,1,0,1,1,167,0,0,1,0
23,1,0,44,0,0,0,31,12,0,0,72,0,0,0,0,12,205,0,0,1,0,1,1,200,0,0,1,0
24,1,1,23,0,0,0,31,23,0,2,240,0,0,1,0,60,43,0,0,1,0,1,1,150,0,0,1,0
24,1,1,61,0,0,0,31,8,0,0,396,0,0,1,0,0,704,0,0,1,0,1,1,466,0,1,1,0
55,1,0,24,0,0,0,50,20,0,2,288,0,0,0,0,0,35,0,0,1,0,1,1,339,0,0,1,0
11,1,0,28,0,0,0,31,8,0,0,120,0,0,1,0,24,205,0,0,1,0,1,1,226,0,0,1,0
10,1,1,26,0,0,0,31,8,0,0,12,0,0,0,0,36,999,0,0,1,0,1,1,520,0,0,1,0
24,1,1,41,0,0,0,50,8,0,0,492,0,0,0,0,72,77,0,0,1,0,1,1,1500,0,0,1,0
22,0,1,49,0,0,0,31,20,0,0,468,0,0,1,0,12,521,0,0,1,0,1,1,1200,0,1,1,0
3,1,0,20,0,0,0,31,8,0,0,180,0,0,0,0,36,853,0,0,1,0,1,1,500,0,0,1,0
12,1,0,21,0,0,0,31,3,0,1,252,0,0,0,0,0,24,0,0,1,0,1,1,180,0,0,1,0
25,1,0,29,0,0,1,31,12,0,0,72,0,0,1,0,24,26,0,1,1,0,1,1,203,0,0,1,1
21,0,0,49,0,0,0,31,8,0,2,96,0,0,0,0,300,999,0,0,1,0,1,1,1700,0,0,1,0
16,1,3,52,0,0,0,31,20,0,0,540,0,0,1,0,12,703,0,0,1,0,1,1,180,0,0,1,0
17,1,0,20,0,0,0,31,12,0,1,24,0,0,0,0,12,29,0,0,1,0,1,1,348,0,0,1,0
25,1,1,35,0,0,0,31,8,0,0,156,0,0,1,0,36,113,500,0,1,0,1,1,350,0,0,1,0
23,1,0,27,0,0,0,31,12,0,0,12,0,0,0,0,24,266,0,0,1,0,1,1,562,0,1,1,0
55,1,1,41,0,0,0,31,20,0,0,48,0,0,1,0,0,703,0,0,1,0,1,1,240,0,0,1,1
19,0,0,21,0,0,0,31,8,0,0,36,0,0,0,0,12,514,0,0,1,0,1,1,1583,0,1,1,0
8,1,3,48,0,0,0,31,18,0,0,120,0,0,1,0,24,725,0,0,1,0,1,1,632,0,1,1,0
13,1,3,35,0,0,0,31,8,0,1,12,0,1,1,0,12,205,0,0,1,0,1,1,400,0,0,1,0
10,1,3,62,0,0,0,31,3,0,0,600,0,0,1,0,0,703,0,0,1,0,1,1,183,0,0,1,0
25,1,1,33,0,0,0,50,12,0,0,72,0,0,1,0,0,72,0,0,1,0,1,1,400,0,0,1,0
14,0,0,22,0,0,1,50,20,0,1,276,0,0,1,0,144,702,0,0,1,0,1,1,400,0,0,1,0
22,1,0,43,0,0,1,50,12,0,0,444,0,0,0,0,12,107,0,0,1,0,1,1,712,0,0,1,1
19,1,0,22,0,0,0,31,20,0,0,264,0,0,1,0,0,999,0,0,1,0,1,1,800,0,0,1,0
17,0,1,59,0,0,0,31,8,0,0,708,0,0,0,0,240,707,0,0,1,0,1,1,300,0,0,1,0
22,0,0,19,0,0,0,31,8,0,0,120,0,0,1,0,24,514,0,0,1,0,1,1,712,0,1,1,0
20,0,0,20,0,0,1,31,8,0,4,60,0,0,1,0,96,999,0,0,1,0,1,1,800,0,0,1,0
22,0,3,43,0,0,0,50,12,0,2,12,0,0,1,0,12,999,0,0,1,0,1,1,440,0,0,1,0
11,1,0,48,0,0,0,31,12,0,0,204,0,0,1,0,24,713,0,0,1,0,1,1,1004,0,0,1,0
15,0,0,26,0,0,0,31,12,0,1,216,0,0,1,0,12,922,0,0,1,0,1,1,1000,0,1,1,0
1,1,1,34,0,0,0,31,12,0,0,72,0,0,0,0,24,713,0,0,1,0,1,1,566,0,0,1,0
4,0,1,39,0,0,0,31,1,0,0,84,0,0,0,0,240,999,0,0,1,0,1,1,2000,0,0,1,0
11,0,0,21,0,0,0,31,8,0,0,36,0,0,0,0,24,305,0,0,1,0,1,1,1100,0,0,1,0
24,1,0,31,0,0,0,50,8,0,0,120,0,0,0,0,36,30,0,0,1,0,1,1,257,0,0,1,0
4,1,0,19,0,0,0,31,28,0,1,12,0,0,1,0,12,60,0,0,1,0,1,1,280,0,0,1,0
2,0,1,60,0,0,0,31,12,0,0,228,0,0,1,0,0,13,0,0,1,0,1,1,650,0,1,1,0
15,0,0,26,0,0,0,31,25,0,0,240,0,0,0,0,12,250,0,0,1,0,1,1,565,0,1,1,0
9,0,0,34,0,0,0,5,8,0,0,408,0,0,0,0,12,652,0,0,1,0,1,1,800,0,1,1,1
22,1,0,37,0,0,0,50,12,0,0,288,0,0,0,0,60,42,0,0,1,0,1,1,613,0,0,1,0
15,1,1,37,0,0,0,31,28,0,0,108,0,0,0,0,12,60,0,0,1,0,1,1,240,0,0,1,0
24,1,1,56,0,0,0,31,12,0,0,264,0,0,1,0,12,950,0,0,1,0,1,1,300,0,0,1,0
1,0,0,24,0,0,0,31,12,0,4,60,0,0,1,0,60,950,0,0,1,0,1,1,528,0,1,1,0
22,1,0,28,0,0,1,50,12,0,0,240,0,0,0,0,72,655,0,0,1,0,1,1,578,0,0,1,0
24,1,1,34,0,0,0,31,18,0,0,216,0,0,0,0,72,210,0,0,1,0,1,1,328,0,0,1,0
24,0,1,42,0,0,0,31,28,0,0,120,0,0,0,0,288,708,0,0,1,0,1,1,1829,0,2,1,0
22,0,1,31,0,0,0,31,3,0,0,372,0,0,0,0,60,864,0,0,1,0,1,1,665,0,0,1,0
22,1,1,37,0,0,0,50,8,0,0,360,0,0,0,0,36,35,0,0,1,0,1,1,663,0,0,1,0
24,1,0,19,0,0,0,31,8,0,1,228,0,0,0,0,24,654,0,0,1,0,1,1,280,0,0,1,0
10,1,1,18,0,0,0,50,20,0,2,12,0,0,0,0,12,999,0,0,1,0,1,1,300,0,0,1,1
15,0,0,30,0,0,0,31,12,0,1,360,0,0,0,0,60,999,0,0,1,0,1,1,767,0,1,1,0
20,0,0,21,0,0,0,31,12,0,0,108,0,0,1,0,96,305,0,0,1,0,1,1,225,0,0,1,0
25,0,0,21,0,0,0,31,1,0,0,216,0,0,1,0,12,950,0,0,1,0,1,1,300,0,0,1,0
25,1,0,31,0,0,0,31,20,0,2,0,0,0,0,0,12,999,0,0,1,0,1,1,650,0,0,1,0
13,1,0,19,0,0,0,31,12,0,0,12,0,0,1,0,12,38,0,0,1,0,1,1,450,0,0,1,0
25,0,0,23,0,0,0,39,20,0,2,0,0,0,1,1,0,24,0,0,1,0,1,1,243,0,0,1,0
1,1,3,71,0,0,0,31,12,0,4,12,0,0,1,0,36,725,0,0,1,0,1,1,180,0,0,1,0
25,1,0,34,0,0,0,31,8,0,0,0,0,0,1,0,72,302,0,0,1,0,1,1,354,0,0,1,0
25,1,1,41,0,0,0,50,25,0,0,84,0,0,0,0,120,999,0,1,1,0,1,1,1000,0,0,1,0
6,0,1,32,0,0,0,23,18,0,0,60,0,0,0,0,120,79,0,0,1,0,1,1,842,0,0,1,0
11,1,1,45,0,0,0,31,18,0,0,276,0,0,1,0,0,720,323,0,1,0,1,1,0,0,0,1,0
22,1,4,38,0,0,1,50,20,0,2,84,0,0,1,0,156,79,0,0,1,0,1,1,528,0,0,1,0
15,1,0,31,0,0,0,31,8,0,4,12,0,0,0,0,24,923,0,0,1,0,1,1,197,0,0,1,1
25,1,1,32,0,0,0,31,8,0,0,60,0,0,0,0,24,205,0,0,1,0,1,1,262,0,0,1,0
17,0,0,18,0,0,0,31,25,0,4,24,0,0,0,0,12,39,0,0,1,0,1,1,245,0,0,1,0
25,1,1,46,0,0,0,31,20,0,0,360,0,0,1,0,48,950,0,0,1,0,1,1,450,0,0,1,0
3,1,3,68,0,0,1,50,25,0,0,816,0,0,1,0,12,13,0,0,1,0,1,1,180,0,0,1,0
11,0,0,23,0,0,0,31,28,0,0,168,0,0,0,0,0,999,0,0,1,0,1,1,255,0,0,1,0
22,1,0,57,0,0,1,50,18,0,2,84,0,0,0,0,396,712,0,0,1,0,1,1,733,0,0,1,1
25,1,0,25,0,0,1,50,28,0,0,48,0,1,0,0,84,131,0,0,1,0,1,1,278,0,0,1,0
24,0,0,23,0,0,0,31,6,0,1,36,0,0,1,0,24,806,0,0,1,0,1,1,220,0,0,1,0
4,0,1,37,0,0,0,31,20,0,0,132,0,0,1,0,0,999,0,0,1,0,1,1,1700,0,0,1,0
6,1,0,42,0,0,1,50,18,0,0,72,0,0,0,0,36,35,0,0,1,0,1,1,300,0,0,1,0
11,1,0,23,0,0,0,50,11,0,0,132,0,0,1,1,12,999,0,0,1,0,1,1,630,0,0,1,0
12,1,1,28,0,0,0,31,8,0,2,24,0,0,1,0,0,950,0,0,1,0,1,1,800,0,0,1,0
15,0,1,32,0,0,1,31,12,0,0,72,0,0,0,0,24,953,0,0,1,0,1,1,324,0,0,1,1
55,1,1,38,0,0,0,31,18,0,0,444,0,0,1,0,60,113,0,0,1,0,1,1,500,0,0,1,0
20,1,3,38,0,0,0,31,28,0,4,96,0,0,0,0,96,205,0,0,1,0,1,1,360,0,0,1,0
12,1,1,41,0,0,0,31,28,0,0,84,0,0,1,0,0,950,0,0,1,0,1,1,450,0,0,1,0
55,1,1,54,0,0,0,31,18,0,2,240,0,0,1,0,360,501,0,0,1,0,1,1,350,0,0,1,0
55,1,1,29,0,0,0,31,18,0,0,12,0,0,0,0,12,999,0,0,1,0,1,1,3933,0,0,1,0
23,1,0,35,0,0,0,31,12,0,4,36,0,0,0,0,12,205,0,0,1,0,1,1,400,0,0,1,0
66,1,0,23,0,0,0,23,12,0,0,276,0,0,0,0,0,38,0,0,1,0,1,1,300,0,0,1,0
3,1,0,23,0,0,0,31,22,0,0,240,0,0,1,0,0,61,0,0,1,0,1,1,250,0,0,1,0
3,1,0,20,0,0,0,31,20,0,2,36,0,0,0,0,0,999,0,0,1,0,1,1,368,0,0,1,0
20,1,2,48,0,0,0,31,12,0,0,12,0,0,0,0,0,999,0,0,1,0,1,1,706,0,0,1,0
6,1,0,19,0,0,0,23,27,0,0,24,0,0,0,0,72,950,0,0,1,0,1,1,350,0,0,1,0
9,1,1,39,0,0,1,5,12,0,0,168,0,0,1,0,0,131,440,0,1,0,1,1,220,0,0,1,0
3,1,4,42,0,0,0,31,12,0,0,156,0,0,1,0,36,131,0,0,1,0,1,1,350,0,0,1,0
25,1,1,27,0,0,0,50,12,0,0,144,0,0,1,0,0,950,0,0,1,0,1,1,400,0,0,1,1
11,1,0,18,0,0,0,31,8,0,0,216,0,0,0,0,0,24,0,0,1,0,1,1,414,0,0,1,0
22,1,0,31,0,0,0,31,8,0,0,0,0,1,1,0,0,251,0,0,1,0,1,1,180,0,0,1,0
22,1,0,32,0,0,0,31,25,0,0,96,0,0,0,0,24,110,0,0,1,0,1,1,466,0,1,1,1
23,1,1,51,0,0,0,31,12,0,0,192,0,0,1,0,48,13,0,0,1,0,1,1,180,0,0,1,0
55,1,0,19,0,0,0,31,12,0,0,228,0,0,1,0,12,801,0,0,1,0,1,1,750,0,0,1,0
25,0,0,21,0,0,0,31,28,0,0,240,0,0,1,0,12,521,0,0,1,0,1,1,627,0,0,1,1
12,0,1,47,0,0,1,31,8,0,0,480,0,0,1,0,0,702,0,0,1,0,1,1,600,0,0,1,1
24,1,0,32,0,0,1,31,20,0,0,48,0,0,1,0,48,950,0,0,1,0,1,1,1200,0,0,1,0
23,1,0,21,0,0,0,31,12,0,2,60,0,0,0,0,12,950,0,0,1,0,1,1,270,0,0,1,1
19,1,0,20,0,0,1,50,28,0,1,48,0,0,0,0,12,712,0,0,1,0,1,1,315,0,0,1,0
25,1,0,44,0,0,0,31,18,0,0,24,0,0,1,0,72,950,0,0,1,0,1,1,500,0,0,1,0
22,1,0,26,0,0,1,50,20,0,0,12,0,1,1,0,12,165,0,0,1,0,1,1,590,0,0,1,1
19,0,0,44,0,0,0,31,12,0,0,516,0,0,1,0,0,999,0,0,1,0,1,1,1300,0,1,1,1
14,1,0,18,0,0,0,31,20,0,0,216,0,0,1,0,24,950,0,0,1,0,1,1,650,0,0,1,0
96,1,1,56,0,0,1,31,20,0,4,36,0,0,1,0,60,999,0,0,1,0,1,1,200,0,0,1,0
24,1,0,42,0,0,0,31,28,0,0,480,0,0,1,0,240,131,0,0,1,0,1,1,180,0,0,1,1
7,1,0,22,0,0,0,5,12,0,2,12,0,0,1,1,240,717,0,0,1,0,1,1,1500,0,0,1,0
1,1,1,35,0,0,1,50,8,0,0,108,0,0,1,0,24,205,0,0,1,0,1,1,220,0,0,1,0
24,1,3,47,0,0,0,31,12,0,0,312,0,0,1,0,12,13,0,0,1,0,1,1,202,0,0,1,0
15,1,2,43,0,0,0,31,8,0,0,60,0,0,0,0,120,131,0,0,1,0,1,1,380,0,0,1,0
96,0,0,28,0,0,0,31,12,0,0,12,0,0,0,0,12,707,0,0,1,0,1,1,220,0,0,1,1
23,1,0,19,0,0,0,31,8,0,0,120,0,0,1,0,0,950,0,0,1,0,1,1,1000,0,0,1,1
1,1,0,22,0,0,0,31,8,0,0,240,0,0,0,0,24,165,0,0,1,0,1,1,360,0,0,1,0
55,0,0,34,0,0,0,31,3,0,0,60,0,0,0,0,0,999,0,0,1,0,1,1,490,0,0,1,0
24,1,0,24,0,0,0,31,12,0,0,288,0,0,1,0,24,999,0,0,1,0,1,1,510,0,0,1,1
8,0,0,36,0,0,0,31,12,0,0,240,0,0,1,0,36,29,0,0,1,0,1,1,1100,0,0,1,0
12,1,1,29,0,0,1,31,8,0,0,168,0,0,0,0,12,653,0,0,1,0,1,1,270,0,0,1,0
7,0,0,35,0,0,0,5,12,0,2,12,0,0,0,0,12,522,0,0,1,0,1,1,360,0,0,1,1
25,1,1,28,0,0,0,31,12,0,2,24,0,0,0,0,36,712,0,0,1,0,1,1,360,0,0,1,0
25,1,2,66,0,0,0,31,8,0,0,384,0,0,0,0,336,918,0,0,1,0,1,1,1287,0,0,1,0
12,1,3,69,0,0,1,50,18,0,0,360,0,0,1,0,0,13,0,0,1,0,1,1,180,0,0,1,0
96,0,4,23,0,0,0,31,25,0,2,96,0,0,0,0,12,514,0,0,1,0,1,1,3337,0,0,1,0
4,0,1,28,0,0,0,31,23,0,4,24,0,0,1,0,48,513,1066,0,1,0,1,1,929,0,1,1,0
25,1,1,72,0,0,0,31,20,0,0,384,0,0,1,0,24,13,0,0,1,0,1,1,849,0,0,1,0
18,0,1,32,0,0,0,23,28,0,2,12,0,0,0,0,60,655,0,0,1,0,1,1,351,0,0,1,0
15,1,1,30,0,0,0,31,12,0,2,36,0,0,1,0,0,720,1607,0,1,0,1,1,0,0,0,1,0
24,1,0,38,0,0,1,50,23,0,0,48,0,0,0,0,0,30,0,0,1,0,1,1,180,0,0,1,1
24,0,0,24,0,0,1,50,20,0,0,60,0,0,1,0,36,999,0,0,1,0,1,1,239,0,0,1,0
66,1,0,44,0,0,0,31,25,0,0,108,0,0,1,0,96,950,0,0,1,0,1,1,700,0,0,1,0
12,1,1,28,0,0,0,31,25,0,0,72,0,0,1,0,0,113,0,0,1,0,1,1,500,0,0,1,0
10,0,1,32,0,0,0,31,12,0,0,48,0,0,0,0,120,38,0,0,1,0,1,1,295,0,0,1,1
15,1,0,46,0,0,0,31,28,0,2,24,0,0,1,0,0,999,0,0,1,0,1,1,0,0,0,1,0
25,0,1,44,0,0,0,31,8,0,0,36,0,0,0,0,264,999,0,0,1,0,1,1,900,0,1,1,0
11,1,1,29,0,0,0,50,12,0,0,240,0,0,0,0,132,950,0,0,1,0,1,1,600,0,0,1,0
4,1,3,60,0,0,0,31,20,0,0,240,0,0,1,0,0,13,0,0,1,0,1,1,943,0,1,1,0
25,1,1,31,0,0,0,31,12,0,0,12,0,0,0,0,24,38,0,0,1,0,1,1,350,0,0,1,0
25,1,1,23,0,0,0,31,12,0,0,276,0,0,1,0,48,999,0,0,1,0,1,1,525,0,0,1,0
10,1,3,63,0,0,0,50,8,0,0,84,0,0,1,0,0,725,0,0,1,0,1,1,1629,0,0,1,0
21,1,0,19,0,0,0,31,12,0,1,12,0,0,0,0,12,999,0,0,1,0,1,1,300,0,0,1,0
2,1,0,37,0,0,1,50,18,0,0,360,0,0,0,0,12,501,0,0,1,0,1,1,600,0,0,1,1
6,0,0,22,0,0,0,5,18,0,4,12,0,0,0,0,12,713,0,0,1,0,1,1,250,0,0,1,0
1,0,0,21,0,0,1,50,12,0,1,240,0,0,0,0,12,999,0,0,1,0,1,1,210,0,0,1,0
15,1,0,25,0,0,0,31,8,0,0,300,0,0,1,0,48,704,0,0,1,0,1,1,541,0,0,1,0
10,1,0,37,0,0,0,31,8,0,0,12,0,0,0,0,12,100,0,0,1,0,1,1,330,0,0,1,0
4,1,0,30,0,0,0,31,28,0,0,12,0,0,1,0,0,704,0,0,1,0,1,1,1643,0,0,1,0
10,0,4,28,0,0,0,31,8,0,0,12,0,1,0,0,60,79,0,0,1,0,1,1,1037,0,1,1,1
18,1,1,20,0,0,0,23,25,0,0,36,0,0,0,0,24,26,300,0,1,0,1,1,180,0,1,1,0
15,0,1,27,0,0,0,31,20,0,4,72,0,0,0,0,12,39,0,0,1,0,1,1,400,0,0,1,1
9,0,1,37,0,0,0,5,8,0,0,96,0,0,1,0,48,950,0,0,1,0,1,1,440,0,0,1,0
19,1,0,39,0,0,1,31,8,0,0,216,0,0,1,0,12,999,0,0,1,0,1,1,300,0,0,1,1
17,0,1,37,0,0,0,31,8,0,0,84,0,0,1,0,12,79,0,0,1,0,1,1,1300,0,1,1,0
22,1,2,39,0,0,0,31,12,0,0,240,0,0,1,0,240,950,0,0,1,0,1,1,650,0,0,1,1
19,1,0,20,0,0,0,31,20,0,1,240,0,0,1,0,12,999,0,0,1,0,1,1,300,0,0,1,0
21,1,0,36,0,0,0,31,8,0,0,84,0,0,0,0,24,950,0,0,1,0,1,1,880,0,0,1,0
25,0,1,29,0,0,0,31,8,0,0,12,0,0,1,0,132,514,0,0,1,0,1,1,1256,0,1,1,0
66,1,0,34,0,0,0,31,20,0,0,372,0,0,1,0,24,116,0,0,1,0,1,1,1000,0,0,1,0
19,1,0,21,0,0,1,50,8,0,0,252,0,0,1,0,36,40,0,0,1,0,1,1,266,0,0,1,0
25,1,4,18,0,0,1,50,8,0,2,12,0,0,0,0,0,60,0,0,1,0,1,1,228,0,0,1,1
24,1,0,25,0,0,0,31,3,0,0,300,0,0,0,0,12,653,0,0,1,0,1,1,930,0,0,1,0
20,1,3,52,0,0,0,31,20,0,0,276,0,0,1,0,96,703,0,0,1,0,1,1,273,0,0,1,0
9,0,1,31,0,0,0,5,25,0,0,372,0,0,0,0,12,864,0,0,1,0,1,1,620,0,1,1,1
19,1,0,42,0,0,0,31,18,0,2,12,0,0,0,0,0,205,0,0,1,0,1,1,220,0,0,1,0
10,0,0,24,0,0,0,31,23,0,0,276,0,0,0,0,12,514,0,0,1,0,1,1,700,0,0,1,1
23,1,2,41,0,0,1,31,18,0,0,228,0,0,0,0,0,712,0,0,1,0,1,1,400,0,0,1,0
12,1,4,51,0,0,0,31,12,0,4,144,0,0,1,0,0,703,0,0,1,0,1,1,900,0,1,1,0
4,0,2,64,0,0,0,31,11,0,0,360,0,0,1,0,0,999,0,0,1,0,1,1,1500,0,0,1,0
20,1,0,18,0,0,1,50,8,0,1,12,0,0,0,0,12,950,0,0,1,0,1,1,500,0,0,1,1
24,1,0,24,0,0,0,31,28,0,0,156,0,0,0,0,0,806,0,0,1,0,1,1,150,0,0,1,0
20,1,0,56,0,0,0,31,3,0,4,672,0,0,1,0,72,703,0,0,1,0,1,1,320,0,0,1,0
13,1,0,44,0,0,0,50,12,0,0,12,0,1,0,0,36,165,0,0,1,0,1,1,200,0,0,1,0
25,1,4,37,0,0,0,50,20,0,0,108,0,0,0,0,72,302,0,0,1,0,1,1,600,0,0,1,0
15,1,0,25,0,0,0,31,23,0,0,72,0,0,0,0,12,219,0,0,1,0,1,1,614,0,0,1,0
3,1,2,61,0,0,0,31,18,0,0,132,0,0,1,0,120,131,0,0,1,0,1,1,500,0,0,1,1
23,1,0,37,0,0,0,31,12,0,2,180,0,1,1,0,12,950,0,0,1,0,1,1,350,0,0,1,1
